id,Title,Content,Post Type,Langues,Thématiques,Utilisateurs,Écoles,Status
2815,Où trouver nos tutoriels De Vinci Learning ?,"<p id=""yui_3_17_2_1_1701865683298_74"" dir=""ltr"">Pour les enseignants suivez le cours <strong><a href=""https://learning.devinci.fr/course/view.php?id=291"" target=""_blank"" rel=""noopener"">Créer son cours sur Devinci Learning</a> </strong>et les étudiants pourront suivre le cours <strong><a href=""https://learning.devinci.fr/course/view.php?id=292"" target=""_blank"" rel=""noopener"">Prendre en main Devinci Learning.</a></strong></p> Vous pouvez également relancer les visites guidées sur DVL en cliquant sur le<strong> ""?""</strong> en bas de chaque page. Si une visite guidée devait se lancer sur cette page, alors elle réapparaitra : <img class="" wp-image-2750 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_1.png"" alt="""" width=""261"" height=""227"" /> <p dir=""ltr""><img class="" wp-image-2751 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_2.png"" alt="""" width=""314"" height=""196"" /></p> <p dir=""ltr""></p>",question,Français,De Vinci Learning,faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2817,Where can I find our Vinci Learning tutorials?,"Teachers can follow the <strong><a href=""https://learning.devinci.fr/course/view.php?id=395"" target=""_blank"" rel=""noopener""> Create your course on De Vinci Learning</a></strong> course, while students can follow the <strong><a href=""https://learning.devinci.fr/course/view.php?id=7114"" target=""_blank"" rel=""noopener"">Getting started with De Vinci Learning</a></strong> course. You can also restart guided tours on DVL by clicking on the <strong>""?""</strong> at the bottom of each page. If a tour should start on this page, it will reappear: &nbsp; <img class="" wp-image-2754 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_1_ENG-1.png"" alt="""" width=""254"" height=""236"" /> <img class=""wp-image-2755 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_2_ENG.png"" alt="""" width=""312"" height=""202"" />",question,English,De Vinci Learning,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2825,Comment rédiger du contenu en LaTeX sur De Vinci Learning ?,"<p id=""yui_3_17_2_1_1701865683298_88"" dir=""ltr"">Dans l'édition de texte, cliquez sur le bouton <strong id=""yui_3_17_2_1_1701865683298_90"">""Afficher plus de boutons""</strong> tout à gauche et cliquez sur<strong> l'éditeur d'équations.</strong></p> <p dir=""ltr""><img class="" wp-image-2774 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/Latex.png"" alt="""" width=""415"" height=""121"" /></p>",question,Français,De Vinci Learning>Ressources,faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2826,How do I write content in LaTeX on De Vinci Learning?,"In the text editor, click on the <strong>""Show more""</strong> button on the far left and click on <strong>the equation editor.</strong> <img class="" wp-image-2776 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/Latex_ENG.png"" alt="""" width=""602"" height=""138"" />",question,English,De Vinci Learning>Resources,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2832,Comment l'évaluateur est informé du rendu d'un devoir ?,"Dans DVL, les évaluateurs sont automatiquement informés des rendus de devoirs via les notifications du système. Vous n'avez pas besoin de les informer manuellement.",question,Français,De Vinci Learning>Devoirs,faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2835,How is the assessor informed when an assignment is due?,"In Moodle, assessors are automatically informed of assignments via system notifications. You don't need to inform them manually.",question,English,De Vinci Learning>Assignments,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2837,Comment modifier un dépôt de devoir dans De Vinci Learning ?,"La fonctionnalité ""<strong>Modifier le travail remis</strong>"" dans DVL permet aux étudiants de soumettre une nouvelle version de leur travail. Il suffit de cliquer sur ""<strong>Modifier le travail remis</strong>"" à côté de la soumission initiale, charger la nouvelle version et cliquer sur ""<strong id=""yui_3_17_2_1_1701865683298_109"">Enregistrer les modifications</strong>"". L'enseignant a également cette fonctionnalité et peut aussi <strong>modifier un travail remis par l'étudiant</strong> lorsqu'il consulte les travaux rendus en cliquant sur<strong> ""Consulter tous les travaux remis""</strong> puis en face du travail à modifier cliquer sur <strong>""Modifier""  &gt; ""Modifier le travail""</strong> <img class="" wp-image-2788 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/consulter-tous-devoirs.png"" alt="""" width=""229"" height=""77"" /> &nbsp; <img class="" wp-image-2789 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/modifiertravail.png"" alt="""" width=""281"" height=""151"" />",question,Français,De Vinci Learning>Devoirs,faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2838,How do I modify an assignment repository in Vinci Learning?,"The<strong> ""Modify submitted work""</strong> feature in DVL allows students to submit a new version of their work. Simply click on <strong>""Edit submision""</strong> next to the original submission, load the new version and click on ""Save changes"". The teacher also has this feature and can modify a student's submitted work when viewing the submitted work by clicking on <strong>""View all submissions""</strong> then next to the work to be modified click on <strong>""Edit"" &gt; ""Edit submission"".</strong> &nbsp; <img class=""wp-image-2791 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/consulter-tous-devoirs_ENG.png"" alt="""" width=""178"" height=""83"" /> &nbsp; <img class="" wp-image-2792 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/modifiertravail_ENG.png"" alt="""" width=""198"" height=""119"" /> &nbsp;",question,English,De Vinci Learning>Assignments,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2839,Peut-on insérer un fichier en glisser-déposer (drag 'n drop) dans De Vinci Learning ?,"<div id=""yui_3_17_2_1_1701865683298_117"" class=""card-body"">Oui, une zone de dépôt manuelle de fichiers est prévue par DVL. Vous pouvez consulter l'information sur comment ajouter des documents sur <strong><a href=""https://learning.devinci.fr/mod/page/view.php?id=3463"" target=""_blank"" rel=""noopener"">ajouter un fichier</a> </strong>ou consulter une<strong> <a href=""https://www.loom.com/share/01020fdaff6646bea60bd8a817d8fb93?sid=dbf114c8-ecac-44f9-aa64-cf6acdfe0efd"" target=""_blank"" rel=""noopener"">vidéo de démonstration</a>.</strong></div>",question,Français,De Vinci Learning>Ressources,faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2840,Can I drag and drop a file into De Vinci Learning?,"Yes, DVL provides a manual file deposit area. You can view information on how to <a href=""https://learning.devinci.fr/mod/page/view.php?id=34936"" target=""_blank"" rel=""noopener"">add documents</a> at add a file or view a <a href=""https://www.loom.com/share/01020fdaff6646bea60bd8a817d8fb93?sid=dbf114c8-ecac-44f9-aa64-cf6acdfe0efd"" target=""_blank"" rel=""noopener"">demonstration video.</a>",question,English,De Vinci Learning>Resources,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2843,Quels types de fichiers puis-je déposer dans De Vinci Learning ?,"DVL permet de déposer une grande variété de types de fichiers. Seulement les fichiers PDF et vidéo peuvent être visibles de manière intégrée dans DVL. Les autres fichiers, PPT, Word, Excel, s'ouvriront dans une autre fenêtre ou pourront être téléchargés. Pour ajouter, par exemple une image, dans la zone de traitement de texte, cliquez sur l'icône image et suivez les étapes pour ajouter une image de notre cours <a href=""https://learning.devinci.fr/course/view.php?id=291"" target=""_blank"" rel=""noopener""><strong>Créer un cours dans DVL</strong>.</a>",question,Français,De Vinci Learning>Ressources,faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2845,What types of files can I upload to De Vinci Learning?,"DVL supports a wide variety of file types. Only PDF and video files can be viewed in DVL. Other files, such as PPT, Word and Excel, will open in another window or can be downloaded. To add an image, for example, in the word processing area, click on the image icon and follow the steps to add an image from our course<a href=""https://learning.devinci.fr/course/view.php?id=395"" target=""_blank"" rel=""noopener""> Creating a course in DVL</a>.",question,English,De Vinci Learning>Resources,faculty-en|staff-en|student-en,EMLV|ESILV,publish
2859,Je n'arrive pas à retrouver mon cours ?,"Il est très probable qu'un cours n'apparaisse pas dans le bloc de recherche sur votre tableau de bord. Essayez tout d'abord de cliquer sur le bouton ""réinitialiser"" afin de retirer les filtres qui pourraient entrer en conflit avec votre recherche. <img class=""wp-image-2873 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/reset.png"" alt="""" width=""818"" height=""83"" /> Si malgré tout le cours n'apparait pas, nous vous invitions à nous contacter pour que nous vérifions s'il ne s'agit pas d'un problème d'inscription / synchronisation avec notre système d'information.",question,Français,De Vinci Learning,faculty|staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2860,I can't find my course?,"<div class=""ewa-rteLine""> It is very likely that a course does not appear in the search block on your dashboard. First try clicking on the ""reset"" button to remove any filters that may conflict with your search. <img class=""wp-image-2875 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/reset_ENG.png"" alt="""" width=""1013"" height=""83"" /> If the course still doesn't appear, we invite you to contact us so that we can check whether there is a problem with registration / synchronization with our information system. </div>",question,English,De Vinci Learning,faculty-en|staff-en|student-en,EMLV|ESILV,publish
3199,"En cycle master, un CDI peut-il valider un stage?","Non, en cycle master, les CDI ne sont pas autorisés.",question,Français,Scolarité|Stages,faculty|staff|student,ESILV,publish
3221,"As a Postgraduate student, is it possible to be hired on a permanent contract?",Permanent contracts are not allowed.,question,English,Academic Office|Internship,faculty-en|staff-en|student-en,ESILV,publish
3223,"En cycle master, est-il possible d'obtenir plusieurs conventions de stage au cours de la même année scolaire?","Non, a l’exception des césures, une seule convention de stage peut être délivrée par année scolaire.",question,Français,Scolarité|Stages,faculty|staff|student,ESILV,publish
3225,"As a Postgraduate student, is it possible to work as an intern several times within the same academic year?","Only one contract can be signed per academic year, unless you are enrolled in a gap year.",question,English,Academic Office|Internship,faculty-en|staff-en|student-en,ESILV,publish
3227,Quelle est la durée minimum requise d'un stage validant l'expérience international?,Afin que le stage valide l'international il doit durer 17 semaines.,question,Français,Scolarité|Stages,faculty|staff|student,ESILV,publish
3229,What is the minimum requirement to fulfil a semester abroad as an intern?,A semester abroad must last 17 weeks.,question,English,Academic Office|Internship,faculty-en|staff-en|student-en,ESILV,publish
3231,"En cycle master, comment le stage est-il évalué?","Pour que le stage soit validé, trois notes sont nécessaires: •soutenance •rapport de stage •évalaution entreprise Si une des trois notes est inférieure à 6 ou si la moyenne des trois est inférieure à 10, le stage est invalidé. Dans ce cas, vous devrez rélaisé un nouveau satge en semestre supplémentaire (S11).",question,Français,Scolarité|Stages,faculty|staff|student,ESILV,publish
3233,"As a Postgraduate student, how am I being assessed during my internship?","As a trainee, you will be assessed three times: - by your mentor in the workplace through an evaluation form - by your school tutor regarding your writing and academic skills displayed in your dissertation - by your school tutor regarding your speaking skills showcased during a dissertation defense If one of these three items is worth less than 6/20, or if the overall grade is worth less than 10/20, then the internship semester will be ""failed"". In this case, the student will have to work as an intern during an additional semester (S11).",question,English,Academic Office|Internship,faculty-en|staff-en|student-en,ESILV,publish
3235,Comment sont répartis les crédits pour le stage d'année 5?,"Désormais, en A5, il y a une partie approfondissement scientifique qui compte pour 8 ects. Le sujet est à définir en début du stage en accord avec le tuteur école et les livrables sont contenus dans le rapport.",question,Français,Scolarité|Stages,faculty|staff|student,ESILV,publish
3237,How many ECTS is Year 5 worth?,"From now on, Year 5 students must write a dissertation chapter displaying a state of the art worth 8 ECTS. The topic must be discussed at the beginning of the internship with your academic tutor, and the results must be included in the dissertation.",question,English,Academic Office|Internship,faculty-en|staff-en|student-en,ESILV,publish
3239,Est-il possible d'effectuer les deux stages de master en structure de recherche?,"Oui, mais attention, si vos deux stages de master sont effectués en structure de recherche, vous devez effectuer 14 semaines supplémentaires en entreprise à la fin de votre cursus (sauf si vous avez déjà effectué 14 semaines pour votre stage A2/A3),",question,Français,Scolarité|Stages,faculty|staff|student,ESILV,publish
3241,Is it possible to work as a  intern in a  research department twice during my academic journey?,"If two of your Postgraduate internships are tied to a research department, then you must work an additional 14 weeks in a business environment at the end of your last academic year. If you have already worked for 14 weeks as a trainee in a busines environment during your undergraduate years, then this will not be necessary.",question,English,Academic Office|Internship,faculty-en|staff-en|student-en,ESILV,publish
3260,Quelles sont les conditions pour effectuer une mobilité internationale?,•La mobilité internationale doit s'effectuer dans un pays sécurisé (couleur vert et jaune clair dans France diplomatie) •Elle doit être réalisée dans une période entreprise •Les missions doivent être en lien avec votre formation •La convention doit être signée par tous les partis avant votre départ •L'ensemble des conventions est disponible sur la plateforme dans la partie dédiée aux documents. •La durée peut être de 9 semaines minimum cumulables,question,Français,Alternance,staff|student,ESILV,publish
3262,What are the conditions for participating in an international mobility program?,"The international mobility must take place in a secure country (indicated as green or light yellow on France Diplomatie). • It must be carried out during a company period. • The tasks must be related to your course of study. • The agreement must be signed by all parties before your departure. • All agreements are available on the platform in the section dedicated to documents. • The minimum duration of the mobility is 9 weeks, and the weeks can be accumulated.",question,English,Academic Office|Work-study,staff-en|student-en,ESILV,publish
3266,Que dois-je faire en cas d'oubli d'émargement?,"Seul un mail de votre enseignant attestant votre présence pourra justifier votre absence. Dans ce cas, vous devrez le déposer sur la plateforme dans l'espace dédié aux absence.",question,Français,Alternance,staff|student,ESILV,publish
3268,What should I do in case of forgetting to sign the attendance sheet?,"Only an email from your teacher confirming your presence will justify your absence. In this case, you must upload the email to the platform in the section dedicated to absences",question,English,Academic Office|Work-study,student-en,ESILV,publish
3272,My learning log is not complete; what should I do?,"You are responsible for monitoring and ensuring the completion of your learning log. Do not hesitate to follow up with your tutors for this matter. You must ensure that your apprenticeship supervisor has access to the portal (an email was sent to them at the beginning of the year). You need to coordinate the exchanges between your school tutor and your apprenticeship supervisor. It is essential that each step is signed by all parties (blue check). In case of issues, contact alternance-esilv@devinci.fr. Reminder: ECTS credits are assigned to your learning log, which is required for obtaining your diploma.",question,English,Work-study,student-en,ESILV,publish
2533,Découvrez les Soft Skills !,"<iframe width=""560"" height=""315"" src=""https://www.youtube-nocookie.com/embed/7nsvYJCI0VA?si=CElOKIOQLZ-Fpg80"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" allowfullscreen></iframe>",video,Français,Soft Skills,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2698,Comment déposer un justificatif d'absence?,"<div style=""position: relative;padding-bottom: 56.25%;height: 0""></div> ?hide_owner=true&amp;?hide_share=true&amp;?hide_title=true&amp;?hideEmbedTopBar=true",video,Français,Scolarité>Absences,faculty|staff|student,ESILV,private
2528,Bienvenue à l'EMLV !,"J'ai le plaisir de vous adresser un message d'accueil de la part de l'équipe de direction. Nous sommes ravis de pouvoir vous accueillir sur cette nouvelle rentrée et nous vous remercions également de la confiance que vous accordez à l'école pour la suite de vos études. Vous allez démarrer une nouvelle étape dans l'enseignement supérieur à l'EMLV. Les modalités pédagogiques auxquelles vous allez être confrontés peuvent être différentes puisque nous avons développé de nombreux formats pédagogiques. Ça va des cours en ligne à des business games en passant par de nombreuses expériences, que ce soit l'international, en stage ou par exemple aussi en alternance. Ces modalités pédagogiques sont très riches et elles vous aideront à construire votre projet professionnel et personnel au sein de l'EMLV. Nous allons donc vous accompagner pour travailler sur votre projet professionnel et personnel et bien entendu vous aider à avoir la meilleure employabilité à la sortie de l'école. Enfin, profitez de ces années à l'EMLV pour enrichir votre réseau, pour développer vos compétences et vos connaissances. Vous allez en effet croiser de nombreux interlocuteurs avec des profils très variés. Vous aurez l'occasion d'échanger avec des professeurs internationaux, des étudiants qui viennent des quatre coins du monde, des créateurs d'entreprises, des managers de grandes entreprises de la défense. Bref, vous allez avoir des rencontres qui vont être riches, variées et qui vous aideront aussi à définir votre projet professionnel et personnel. C'est tout l'intérêt de rejoindre une grande école de management comme l'EMLV et le Pôle Léonard de Vinci. Nous avons de nombreux et beaux challenges à relever ensemble pour cette nouvelle année académique. J'aurai l'occasion de vous en reparler durant l'année et j'espère que vous serez acteur de votre formation, notamment en vous engageant dans les nombreux projets que vous pouvez faire à l'EMLV. Nous vous soutiendrons dans toutes vos initiatives, que ce soit de l'accration d'entreprises, des projets associatifs ou des initiatives qui vous sont plus personnelles. N'hésitez pas à échanger avec les équipes pédagogiques, le corps professoral et moi-même. Vous trouverez toujours le support de l'école dans vos projets. Je vous souhaite une très belle et excellente rentrée à l'EMLV.",video,Français,Scolarité,staff|student,EMLV,publish
2529,Bienvenue à l'ESILV !,"Bonjour, je suis Pascal Pinault, le directeur et je tiens à vous souhaiter la bienvenue à Les Silves et plus généralement au Pôle Léonard de Vinci qui regroupe deux écoles sœurs, l'école de management, le MLV et l'IM, l'école de l'internet et multimédia. Avec les étudiants des deux autres écoles, vous allez, pendant toute votre scolarité, vous côtoyer, travailler ensemble, faire des projets et surtout partager les mêmes associations. Je tiens aussi à vous féliciter pour votre réussite à l'intégration de Les Silves. Quelque soit le parcours que vous avez choisi, après le bac, après la prépa ou sur dossier en cours de scolarité, vous avez réussi à passer l'obstacle de la sélection de Les Silves qui est de plus en plus compliqué parce que les étudiants apprécient de plus en plus l'école. Vous méritez donc le meilleur de Les Silves. Vous aurez vocation pendant toute votre scolarité à devenir ingénieur et pour cela nous allons vous y aider. Nous allons vous donner des cours théoriques bien sûr mais aussi des cours pratiques de sciences de l'ingénieur. Vous allez créer des projets, suivre des stages et puis aussi vous allez vous épanouir dans les associations qui vous apporteront aussi des compétences nécessaires dans le monde de l'entreprise. Nous vous avons préparé une semaine d'intégration qui, j'espère, restera dans votre mémoire. Après la première journée avec des amphibies classiques de rentrée, vous aurez une journée de team building où vous apprendrez à vous connaître par petits groupes et à vous projeter dans votre cursus de scolarité de cinq ans. Il y aura ensuite une journée très sympathique, ludique et sportive qui reste une surprise. Après cela, vous aurez une journée de business game, c'est à dire un jeu d'entreprise où vous serez entrer en compétition entre vous. Une compétition bien sûr qui restera une compétition joyeuse et vous terminerez votre semaine par la fresque du climat. Vous savez, cette fresque qui vous permet de vous sensibiliser au développement durable, à l'environnement et aux responsabilités sociétales en règle générale, ce qui est un élément très important pour débuter votre scolarité. À bientôt !",video,Français,Scolarité,staff|student,ESILV,publish
2530,Découvrez les Relations Entreprises !,"Bonjour à tous. En décidant d'intégrer une des trois écoles ou l'Institut de formation continue du Pôle Léonard de Vinci à la prochaine rentrée, vous avez fait un excellent choix. Vous allez bénéficier d'abord de la qualité pédagogique de nos programmes, reconnus dans les différents classements. Chacune de nos écoles fait partie du top 3 dans son domaine. Mais vous aurez aussi la chance de bénéficier des différents réseaux du Pôle. À commencer par celui des 150 universités partenaires, ce qui favorisera votre mobilité internationale. Vous intégrerez la communauté des 9 500 étudiants, puis prochainement des 18 000 alumines, ce qui permettra la constitution et l'élargissement d'un réseau professionnel. Et surtout, vous pourrez bénéficier de notre réseau de 3 000 entreprises partenaires avec lesquelles nous avons un enjeu commun, renforcer votre employabilité au travers des différentes opportunités que ces entreprises proposent à travers des stages, des contrats d'alternance, des premiers emplois. En intégrant le Pôle Léonard de Vinci, votre professionnalisation sera au cœur de nos préoccupations. La direction des relations entreprise sera un partenaire privilégié pour vous accompagner dans la recherche d'un employeur. Cette direction est l'interlocuteur privilégié des entreprises qui souhaitent recruter parmi nos écoles les talents dont elles auront besoin demain. Pour cela, la direction des relations entreprise travaille en étroite collaboration avec tous les autres départements autour de votre scolarité. C'est les admissions, les carrières, la scolarité, les alumines. Pour vous aider à trouver un stage, un contrat d'alternance ou un premier emploi, différents moyens seront concrètement mis à votre disposition. D'abord, vous aurez usage d'un portail web qui vous permettra d'accéder aux offres privilégiées et exclusives des entreprises à destination de nos écoles. Sur ce portail, vous pourrez également accéder à l'intégralité des opportunités qu'elles proposent via job teaser spécialement paramétrés pour Léonard de Vinci. Et évidemment, vous aurez toutes les modalités concernant nos forums de recrutement organisés par nos écoles. Ensuite, vous pourrez bénéficier d'un accompagnement collectif ou individualisé à travers des ateliers pratiques pour vous préparer dans vos différentes démarches, l'actualisation d'un CV ou de vos profils sur les réseaux sociaux, l'aide à la définition d'un projet professionnel, l'animation d'un réseau professionnel. Vous avez la possibilité également d'un coaching personnalisé pour accéder aux offres exclusives proposées par nos principaux partenaires entreprises. Par ailleurs, vous aurez également la possibilité de rencontrer des employeurs potentiels lorsqu'ils viennent partager dans nos locaux leur expertise métier via différents événements pédagogiques. C'est les cours que certains d'entre eux donnent, c'est les learning expeditions qu'ils organisent sur les sites, vous savez, c'est des visites d'entreprises, c'est les projets tutorés sur lesquels vous aurez l'occasion de découvrir des problématiques par groupe de quatre ou cinq, c'est des conférences métiers, des masterclass, c'est la participation à différentes modalités comme les jurys d'admission qui sont autant d'opportunités de rencontres. Et puis enfin, il vous sera chaleureusement recommandé bien évidemment de participer aux différents forums de recrutement organisés par nos équipes, que ce soit pour la recherche d'un stage de longue durée, quatrième, cinquième année, stage découverte, DT, la recherche d'une alternance à partir de la troisième année pour les ingénieurs ou en master 1, master 2, ou la recherche d'un premier emploi ou des opportunités quand vous serez cadre confirmé. Alors cet accompagnement fait partie des services que l'on vous doit quand on a en octègre des grandes écoles de premier rang dans l'enseignement supérieur. Bienvenue au pôle Léonard de Vinci, bienvenue chez vous.",video,Français,Alternance|Stages,staff|student,EMLV|ESILV,publish
2531,Découvrez la Vie Associative !,"Les objectifs de la vie associative, ce sont d'accueillir, d'intégrer et de faire que les étudiants se sentent bien quand ils arrivent au pôle. La vie associative est d'autant plus importante pour le passage délicat du lycée à la vie étudiante qu'elle va vraiment être un facteur d'intégration, du travail en équipe, de bien-être, de lien et d'accompagnement pour les étudiants. Le BDE sera là pour vous accueillir et pendant les 5 années que vous en constituez votre cursus, vous allez pouvoir découvrir la transversalité au sein de la vie associative. Il y a actuellement 58 associations. Elles accueillent les personnes de façon bénévole et facultative et recouvrent les thèmes très variés et qui répondent aux enjeux sociétaux. Le sport, l'art, la culture, l'humanitaire, la citoyenneté, le multimédia, la technique, les BDE et les business. Vous pourrez intégrer une asso, vous projeter et travailler sur un projet annuel obligatoire pour chaque association. Vous pourrez représenter les couleurs du pôle, vous pourrez mettre en application tous les cours que vous avez appris et vous engager plus fortement en intégrant un bureau associatif. C'est plus de 350 événements qui chaque année se produisent au sein des campus ou hors campus. Ainsi, Léo Running Club, notre asso de courses à pied, a organisé une course de relais de 400 km qui a permis de relier le campus de Paris à celui de Nantes. Aviron de Vinci a créé la Devinci Race, une régate sur la Seine au pied de la Tour Eiffel. Et Léo Climb, l'asso de grimpe, a réalisé un mur d'escalade connecté. Un service de trois personnes entièrement dédiées travaille au quotidien pour accompagner l'engagement étudiant, le valoriser, le reconnaître et l'évaluer. L'investissement associatif peut être récompensé, il peut également bonifier votre cursus académique et chaque année, les nouveaux bureaux, nouvellement élus, participent à un séminaire de cohésion et de formation pendant deux jours pour les préparer à leur nouveau mandat. Au-delà d'une aventure et d'une expérience humaine unique, l'engagement associatif vous permet d'acquérir et de développer de nombreuses compétences. Des soft skills, le savoir-être et le savoir-faire, et des compétences hard comme le travail en équipe, la gestion de projets sur un projet qui vous passionne, la négociation de partenariats ou encore la recherche de financement. La richesse de l'expérience associative va vous permettre de vous épanouir pendant tout votre cursus étudiant. Vous allez pouvoir travailler sur des actions concrètes, rencontrer des personnes et tisser un réseau qui vous seront utiles tout au long de votre carrière. Un chiffre significatif pour finir. D'après une enquête du Bureau national des élèves ingénieurs, 97% des recruteurs tiennent compte des expériences associatives lorsqu'ils font passer un entretien de recrutement à un jeune diplômé. Connaissant ce chiffre, éclatiez-vous, rejoignez les ASSO et venez nombreux au prochain Forum des ASSO.",video,Français,Vie étudiante,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
2532,Découvrez les sports !,"Bonjour à tous. À Léonard de Vinci, nous proposons soit du sport en initiation ou en compétition. Contrairement aux autres établissements d'enseignement supérieur, vous allez conserver votre sport durant toute votre année universitaire. Un esprit sain dans un corps sain, plus qu'une devise, c'est un état d'esprit qui accompagne le projet pédagogique des trois écoles à Léonard de Vinci. Le sport est obligatoire les trois premières années. Il est transversal d'école et aux années. Il est dispensé par des professeurs diplômés et il fait partie intégrante de l'ADN du pôle Léonard de Vinci. Nous proposons un panel varié de disciplines sportives, allant de l'athlétisme, le rugby, le foot, la boxe, le karaté, le yo-yo. Nous proposons 39 disciplines en initiation, 20 en compétition et 11 associations validant le sport obligatoire. Le sport se déroule le jeudi entre midi et 20h pour environ 3500 étudiants. Vous avez 1h30 de pratique toutes les semaines, il y a 22 semaines dans l'année et une évaluation à chaque semestre. L'évaluation se déroule sur 50% savoir-faire, 50% savoir-être. Nous avons la chance d'avoir au pôle Léonard de Vinci 5 salles de sport bien équipées. Salles de musculation, cardio-training, salles de fitness, de danse et un dojo. Ces salles sont gratuites et accessibles pour les étudiants le midi et le soir. Nous louons aussi ces salles le soir pour nos associations étudiantes dans le cadre de leurs projets associatifs. Nous ne pouvons pas accueillir tous nos étudiants sur nos installations, donc nous avons mis en place des conventions avec les mairies comme Courbevoie, Nanterre, Paris 10 ou d'autres établissements privés comme l'Urban Soccer pour le foot, le Blockbuster pour l'escalade, l'ACBB Boulogne pour l'aviron. Toutes ces installations sportives sont à moins de 30 minutes du pôle. Dans le cadre des JO 2024, le label Génération 2024 a été créé par le ministre de l'Enseignement supérieur de la Recherche et de l'Innovation en janvier 2018. Le pôle Léonard de Vinci fait partie des quatre établissements à avoir eu ce label en janvier 2019 et renouvelé pour trois années en 2022. Ces établissements labellisés ont été choisis car leur politique encourage et favorise la pratique physique et sportive des étudiants et favorise les passerelles entre le mouvement universitaire et le milieu sportif. Nous participons chaque année à la semaine olympique et paralympique. Et depuis 2023, nous organisons une course solidaire, la Devincierelle. Sachez que si vous êtes sportif de haut niveau, cette école est d'atapes des portes. Nous pouvons vous accueillir dans de très bonnes conditions avec un aménagement d'emploi du temps, un tuteur pédagogique dans votre école et un suivi personnalisé par le Département des Sports. Comme vous l'aurez bien compris, le sport fait partie intégrante du cursus pédagogique et universitaire au pôle Léonard de Vinci. Bienvenue à tous et on se fait un plaisir de vous accueillir. À bientôt.",video,Français,Vie étudiante>Sports,staff|student,EMLV|ESILV|EXECUTIVE|IIM,publish
